budget,revenue,original_title,homepage,director,runtime,genres,vote_average,release_year
10000000,5241315,Black and White,0,James Toback,98,Drama,4.7,1999
25000000,15156200,The Corruptor,0,James Foley,110,Action|Crime|Mystery|Thriller,6.1,1999
45000000,10667893,Universal Soldier: The Return,0,Mic Rodgers,82,Action|Science Fiction,4.5,1999
70000000,11263966,Chill Factor,0,Hugh Johnson,101,Action|Comedy|Thriller,5.4,1999
80000000,73345029,Life,0,Ted Demme,108,Comedy|Crime|Drama,6.6,1999
23000000,18653615,Anywhere But Here,1,Wayne Wang,114,Drama|Comedy|Romance,5.9,1999
75000000,19598588,The Astronaut's Wife,0,Rand Ravich,109,Drama|Science Fiction|Thriller,5.4,1999
65000000,36850101,My Favorite Martian,0,Donald Petrie,94,Comedy|Drama|Family|Science Fiction,5.2,1999
10000000,3193102,The Limey,0,Steven Soderbergh,89,Drama|Action|Thriller|Crime|Mystery,6.6,1999
25,13,Angela's Ashes,0,Alan Parker,145,Drama,7.0,1999
50000000,58900031,The Story of Us,0,Rob Reiner,95,Comedy|Drama|Romance,5.9,1999
8000000,17843379,Drive Me Crazy,0,John Schultz,91,Drama|Comedy|Romance|Family,5.9,1999
24000000,16290976,Muppets from Space,0,Tim Hill,87,Fantasy|Comedy|Science Fiction|Family,5.7,1999
14000000,18535191,An Ideal Husband,0,Oliver Parker,97,Drama|Comedy|Romance,6.4,1999
17000000,65535067,Deuce Bigalow: Male Gigolo,0,Mike Mitchell,88,Comedy,5.3,1999
25000000,4152230,Idle Hands,0,Rodman Flender|Christian P. Della Penna,92,Thriller|Comedy|Horror,6.1,1999
55000000,100230832,Any Given Sunday,0,Oliver Stone,150,Drama,6.8,1999
38000000,28121100,The Deep End of the Ocean,0,Ulu Grosbard,106,Drama|Mystery,5.8,1999
600000,4000000,Human Traffic,0,Justin Kerrigan,99,Comedy|Drama,6.8,1999
7000000,14011454,In Too Deep,0,Michael Rymer,97,Drama|Action|Thriller|Crime,6.5,1999
13000000,8946237,Teaching Mrs. Tingle,0,Kevin Williamson,96,Comedy|Thriller,5.3,1999
10000000,10571408,Drop Dead Gorgeous,0,Michael Patrick Jann,98,Comedy,6.2,1999
9000000,34573780,The Best Man,1,Malcolm D. Lee,120,Drama|Comedy,7.8,1999
6000000,4398989,Simply Irresistible,0,Mark Tarlov,95,Comedy,6.2,1999
27000000,14859394,Music of the Heart,0,Wes Craven,124,Drama,6.7,1999
28000000,8888143,"Mystery, Alaska",0,Jay Roach,119,Comedy|Drama,5.8,1999
50000000,13260050,The Mod Squad,0,Scott Silver,92,Action|Mystery|Thriller,4.5,1999
6000000,25059640,The Wood,0,Rick Famuyiwa,106,Comedy|Drama|Romance,7.6,1999
6000000,6852450,200 Cigarettes,0,Risa Bramon Garcia,101,Comedy|Drama|Romance,6.5,1999
75000000,29000000,The Out-of-Towners,0,Sam Weisman,90,Comedy,5.2,1999
60000000,66976317,Joan of Arc,0,Luc Besson,148,Adventure|Drama|Action|History|War,6.1,1999
20000000,1531251,Beowulf,1,Graham Baker,95,Action|Science Fiction|Thriller|Adventure|Horror,4.5,1999
24000000,8434146,Play It to the Bone,0,Ron Shelton,124,Comedy|Drama,5.3,1999
1700000,1943649,"Happy, Texas",0,Mark Illsley,98,Comedy|Crime,5.3,1999
38000000,635096,Ride with the Devil,0,Ang Lee,138,Drama|War|Romance|Western,6.6,1999
3000000,3076820,Jawbreaker,0,Darren Stein,87,Comedy,5.6,1999
13000000,27500000,Dick,0,Andrew Fleming,94,Comedy,5.7,1999
25000000,12000000,The King and I,0,Richard Rich,87,Animation|Drama|Family,4.7,1999
7000000,7292175,Outside Providence,0,Michael Corrente,96,Romance|Comedy|Drama,5.6,1999
450000,2049595,Trick,0,Jim Fall,89,Comedy|Romance,6.5,1999
12000000,36450736,Baby Geniuses,0,Bob Clark,97,Comedy|Family|Science Fiction,3.8,1999
3800000,28200000,East Is East,0,Damien O'Donnell,97,Comedy,6.5,1999
1,100,Lost & Found,0,Jeff Pollack,95,Comedy|Romance,4.8,1999
12000000,21001563,Tea with Mussolini,0,Franco Zeffirelli,117,Comedy|Drama|War,5.7,1999
93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,1,Peter Jackson,178,Adventure|Fantasy|Action,7.8,2001
125000000,976475550,Harry Potter and the Philosopher's Stone,1,Chris Columbus,152,Adventure|Fantasy|Family,7.2,2001
15000000,20117339,Mulholland Drive,0,David Lynch,147,Thriller|Drama|Mystery,7.4,2001
6000000,1270522,Donnie Darko,0,Richard Kelly,113,Fantasy|Drama|Mystery,7.5,2001
115000000,562816256,"Monsters, Inc.",1,Lee Unkrich|David Silverman|Pete Docter,92,Fantasy|Animation|Family|Comedy,7.3,2001
100000000,235926552,A.I. Artificial Intelligence,0,Steven Spielberg,146,Drama|Science Fiction|Adventure,6.6,2001
60000000,484409218,Shrek,1,Andrew Adamson|Vicky Jenson,90,Adventure|Animation|Comedy|Family|Fantasy,7.1,2001
25000000,281929795,Bridget Jones's Diary,0,Sharon Maguire,97,Comedy|Romance|Drama,6.5,2001
85000000,450717150,Ocean's Eleven,1,Steven Soderbergh,116,Thriller|Crime,7.0,2001
140000000,449220945,Pearl Harbor,0,Michael Bay,183,History|Romance|War,6.6,2001
98000000,433013274,The Mummy Returns,0,Stephen Sommers,130,Action|Adventure|Drama|Fantasy|Horror,5.8,2001
120000000,186053725,Atlantis: The Lost Empire,1,Gary Trousdale|Kirk Wise,95,Animation|Family|Adventure|Science Fiction,6.5,2001
115000000,274703340,Lara Croft: Tomb Raider,0,Simon West,100,Adventure|Fantasy|Action|Thriller,5.6,2001
60000000,313542341,A Beautiful Mind,1,Ron Howard,135,Drama|Romance,7.5,2001
30000000,287553595,American Pie 2,0,J.B. Rogers,108,Comedy|Romance,5.9,2001
37000000,165335153,The Princess Diaries,0,Garry Marshall,115,Comedy|Family|Romance,6.3,2001
52500000,179213434,Moulin Rouge!,0,Baz Luhrmann,127,Romance|Drama|Music,7.2,2001
100000000,362211740,Planet of the Apes,0,Tim Burton,119,Thriller|Science Fiction|Action|Adventure,5.5,2001
21000000,71441250,The Royal Tenenbaums,0,Wes Anderson,110,Comedy|Drama,7.3,2001
53000000,83282296,Blow,0,Ted Demme,124,Crime|Drama,7.3,2001
70000000,96976270,Enemy at the Gates,0,Jean-Jacques Annaud,131,War,7.1,2001
92000000,172989651,Black Hawk Down,0,Ridley Scott,144,Action|History|War,7.1,2001
18000000,141774679,Legally Blonde,0,Robert Luketic,96,Comedy,6.1,2001
65000000,117487473,A Knight's Tale,0,Brian Helgeland,132,Adventure|Drama|Romance|Action,6.5,2001
28000000,60780981,Zoolander,0,Ben Stiller,89,Comedy,6.1,2001
16000000,66468332,Not Another Teen Movie,0,Joel Gallen,89,Comedy,5.3,2001
45000000,141220678,Scary Movie 2,0,Keenen Ivory Wayans,83,Comedy,5.5,2001
90000000,347325802,Rush Hour 2,0,Brett Ratner,90,Action|Comedy|Crime|Thriller,6.5,2001
45000000,104876233,Training Day,0,Antoine Fuqua,122,Action|Crime|Drama|Thriller,7.2,2001
17000000,209947037,The Others,0,Alejandro AmenÃ¡bar,101,Horror|Drama|Mystery|Thriller,7.1,2001
25000000,80936232,Jimmy Neutron: Boy Genius,0,John A. Davis,83,Adventure|Fantasy|Animation|Action|Comedy,5.5,2001
22000000,33788161,Jay and Silent Bob Strike Back,0,Kevin Smith,104,Comedy,6.3,2001
28000000,77516304,Serendipity,0,Peter Chelsom,90,Comedy|Romance,6.6,2001
60000000,93375151,Cats & Dogs,1,Lawrence Guterman,87,Comedy|Family,5.0,2001
68000000,203388341,Vanilla Sky,0,Cameron Crowe,136,Drama|Mystery|Romance|Science Fiction|Thriller,6.3,2001
25000000,64437847,Kiss of the Dragon,0,Chris Nahon,98,Action|Crime|Thriller,6.3,2001
92000000,143049560,Spy Game,0,Tony Scott,126,Action|Crime|Thriller,6.5,2001
102000000,147080413,Swordfish,0,Dominic Sena,99,Action|Crime|Thriller,6.0,2001
40000000,141069860,Shallow Hal,0,Bobby Farrelly|Peter Farrelly,114,Comedy|Romance,5.5,2001
30000000,17833000,AntiTrust,1,Peter Howitt,108,Action|Crime|Drama,5.6,2001
137000000,85131830,Final Fantasy: The Spirits Within,0,Hironobu Sakaguchi|Motonori Sakakibara,106,Adventure|Action|Animation|Fantasy|Science Fiction,5.6,2001
42000000,35402320,Original Sin,0,Michael Cristofer,118,Drama|Thriller|Mystery|Romance,5.8,2001
70000000,176104344,Dr. Dolittle 2,0,Steve Carr,87,Comedy|Family|Romance|Fantasy,4.9,2001
40000000,91753202,Behind Enemy Lines,0,John Moore,106,Action|Drama|Thriller|War,5.9,2001
10000000,59217789,Jeepers Creepers,0,Victor Salva,90,Horror|Thriller,6.0,2001
35000000,74558115,From Hell,0,Albert Hughes|Allen Hughes,122,Horror|Mystery|Thriller,6.4,2001
72000000,27642707,The Last Castle,0,Rod Lurie,131,Action|Drama|Thriller,7.1,2001
60000000,105178561,Along Came a Spider,0,Lee Tamahori,104,Crime|Mystery|Thriller|Action,5.8,2001
3000000,18492362,Super Troopers,0,Jay Chandrasekhar,100,Comedy|Crime|Mystery,6.7,2001
35000000,94728529,The Wedding Planner,0,Adam Shankman,103,Comedy,5.4,2001
48000000,85498534,Rat Race,0,Jerry Zucker,112,Adventure|Comedy,5.9,2001
19800000,87754044,Gosford Park,0,Robert Altman,137,Drama|Mystery|Thriller,6.6,2001
11000000,16000000,Jason X,0,James Isaac,91,Horror|Science Fiction,4.3,2001
57000000,147845033,The Mexican,0,Gore Verbinski,123,Action|Comedy|Crime|Romance,5.7,2001
23000000,36642838,Joy Ride,0,John Dahl,97,Mystery|Thriller|Drama,6.2,2001
22000000,40270895,I Am Sam,0,Jessie Nelson,132,Drama,7.2,2001
57000000,16991902,Rock Star,0,Stephen Herek,105,Music|Drama|Comedy,5.9,2001
48000000,50315140,K-PAX,1,Iain Softley,120,Drama|Science Fiction,7.0,2001
50000000,100020092,Don't Say a Word,0,Gary Fleder,113,Thriller,6.1,2001
21150000,39438674,Crocodile Dundee in Los Angeles,0,Simon Wincer,92,Adventure|Comedy,4.8,2001
11000000,13110448,Frailty,0,Bill Paxton,100,Drama|Thriller|Crime,6.8,2001
53000000,29700000,Angel Eyes,1,Luis Mandoki,102,Drama|Romance|Thriller,5.6,2001
31000000,24185781,Hearts in Atlantis,0,Scott Hicks,101,Drama|Mystery,6.3,2001
30000000,23619609,The Glass House,0,Daniel Sackheim,106,Drama|Thriller,5.3,2001
60000000,56359980,15 Minutes,0,John Herzfeld,120,Action|Crime|Thriller,5.7,2001
32000000,40222729,Hardball,0,Brian Robbins,106,Comedy|Romance,6.4,2001
80000000,98376292,Evolution,0,Ivan Reitman,101,Action|Comedy|Science Fiction,5.4,2001
107000000,87713825,Ali,0,Michael Mann,157,Drama,6.7,2001
1500000,373967,Session 9,0,Brad Anderson,100,Horror|Mystery,6.0,2001
68000000,71069884,The Score,0,Frank Oz,124,Action|Crime|Thriller,6.6,2001
4000000,44909486,Monster's Ball,0,Marc Forster,111,Drama|Romance,6.4,2001
17700000,30987695,Joe Dirt,0,Dennie Gordon,91,Mystery|Adventure|Comedy|Romance|Drama,5.5,2001
50000000,79958599,Exit Wounds,1,Andrzej Bartkowiak,101,Action|Crime|Thriller,5.0,2001
21000000,28008462,The Tailor of Panama,0,John Boorman,109,Drama|Thriller,5.7,2001
40000000,65754228,Sweet November,0,Pat O'Connor,119,Drama|Romance,6.5,2001
12000000,31155435,How High,1,Jesse Dylan,93,Comedy,6.5,2001
11000000,23430766,Tomcats,0,Gregory Poirier,95,Comedy|Romance,4.8,2001
72000000,37317558,The Majestic,0,Frank Darabont,152,Drama|Romance,6.5,2001
62000000,18720175,3000 Miles to Graceland,0,Demian Lichtenstein,125,Action|Adventure|Comedy|Thriller|Crime,5.4,2001
100000,490475,Tape,0,Richard Linklater,86,Drama,6.6,2001
2079000,4099000,Dil Chahta Hai,1,Farhan Akhtar,183,Drama|Romance,7.3,2001
28000000,14010832,Ghosts of Mars,1,John Carpenter,98,Action|Horror|Science Fiction,4.6,2001
22000000,19351569,Saving Silverman,0,Dennis Dugan,90,Comedy|Romance|Crime,5.2,2001
48000000,35743308,Riding in Cars with Boys,0,Penny Marshall,132,Comedy|Drama|Romance,6.4,2001
75000000,13596911,Osmosis Jones,1,Bobby Farrelly|Peter Farrelly,95,Adventure|Animation|Action|Comedy|Family,5.6,2001
14000000,10424470,Head Over Heels,0,Mark Waters,86,Comedy|Romance,5.3,2001
38000000,207283925,The Fast and the Furious,0,Rob Cohen,106,Action|Crime|Thriller,6.4,2001
6000000,705308,Human Nature,1,Michel Gondry,96,Drama|Comedy,5.7,2001
13000000,91038276,Save the Last Dance,0,Thomas Carter,112,Drama|Family|Romance|Music,6.4,2001
35000000,147934180,Spy Kids,0,Robert Rodriguez,88,Action|Comedy|Family|Adventure,5.5,2001
35000000,29400000,The Pledge,1,Sean Penn,123,Crime|Drama|Mystery|Thriller,6.1,2001
75000000,67631903,Bandits,0,Barry Levinson,123,Action|Comedy|Crime|Romance,6.1,2001
22000000,84772742,The Animal,0,Luke Greenfield,84,Action|Comedy,4.5,2001
15000000,12000000,Knockaround Guys,1,Brian Koppelman|David Levien,92,Crime|Thriller,5.7,2001
13000000,16929123,Crazy/Beautiful,0,John Stockwell,99,Drama|Romance,6.6,2001
94000000,54744738,Driven,0,Renny Harlin,116,Action,4.8,2001
24000000,14782676,Out Cold,0,Brendan Malloy|Emmett Malloy,89,Comedy,6.1,2001
35000000,13678913,American Outlaws,0,Les Mayfield,94,Action|Western,5.8,2001
87000000,351692268,Hannibal,0,Ridley Scott,131,Crime|Drama|Thriller|Horror,6.3,2001
75000000,54249294,Domestic Disturbance,0,Harold Becker,89,Mystery|Thriller|Crime,5.4,2001
10000000,44460850,Recess: School's Out,0,Chuck Sheetz,83,Animation|Comedy|Family,6.5,2001
34000000,19693891,Summer Catch,0,Mike Tollin,108,Drama|Comedy|Romance,4.8,2001
5000000,295206,Wet Hot American Summer,1,David Wain,97,Comedy,6.5,2001
1500000,416925,The Believer,0,Henry Bean,98,Drama,6.8,2001
12000000,17292381,Max Keeble's Big Move,0,Tim Hill,86,Comedy|Family|Fantasy|Science Fiction,5.3,2001
75000000,5409517,Monkeybone,0,Henry Selick,93,Adventure|Fantasy|Animation|Action|Comedy,4.0,2001
250000,4186931,Lovely & Amazing,0,Nicole Holofcener,91,Comedy|Drama|Romance,6.3,2001
11000000,23978402,Corky Romano,0,Rob Pritts,86,Action|Comedy|Crime,4.4,2001
93000000,368780809,Jurassic Park III,0,Joe Johnston,92,Adventure|Action|Thriller|Science Fiction,5.6,2001
57000000,62112895,Captain Corelli's Mandolin,1,John Madden,131,Drama|History|Romance,5.6,2001
1000000,10013424,Kissing Jessica Stein,0,Charles Herman-Wurmfeld,97,Comedy,5.9,2001
40000000,27053815,The Musketeer,0,Peter Hyams,104,Action|Adventure|Drama,5.1,2001
7000000,3646994,The Cat's Meow,0,Peter Bogdanovich,114,Drama|Mystery|Thriller,5.7,2001
700000,1667192,L.I.E. Long Island Expressway,1,Michael Cuesta,97,Drama,5.2,2001
6000000,2025238,Novocaine,1,David Atkins,95,Comedy|Crime|Thriller,5.9,2001
11000000,13276953,Sugar & Spice,0,Francine McDougall,81,Crime|Comedy,5.4,2001
10000000,7316658,Bones,0,Ernest R. Dickerson,96,Action|Horror|Thriller,4.0,2001
7000000,10229331,The Wash,0,DJ Pooh,93,Action|Comedy,5.6,2001
15000000,163169,Down,0,Dick Maas,111,Action|Horror|Mystery|Thriller,3.7,2001
5000000,5476060,Made,0,Jon Favreau,94,Action|Comedy|Thriller,5.8,2001
16000000,29381649,Baby Boy,0,John Singleton,130,Drama|Comedy|Crime,7.4,2001
185000000,1001921825,The Dark Knight,1,Christopher Nolan,152,Drama|Action|Crime|Thriller,8.1,2008
180000000,521311860,WALLÂ·E,1,Andrew Stanton,98,Animation|Family,7.6,2008
140000000,585174222,Iron Man,1,Jon Favreau,126,Action|Science Fiction|Adventure,7.3,2008
25000000,226830568,Taken,0,Pierre Morel,93,Action|Thriller|Crime,7.2,2008
185000000,786636033,Indiana Jones and the Kingdom of the Crystal Skull,1,Steven Spielberg,122,Adventure|Action,5.6,2008
37000000,392616625,Twilight,1,Catherine Hardwicke,122,Adventure|Fantasy|Drama|Romance,5.8,2008
200000000,586090727,Quantum of Solace,1,Marc Forster,106,Adventure|Action|Thriller|Crime,6.0,2008
130000000,631744560,Kung Fu Panda,1,Mark Osborne|John Stevenson,90,Animation|Family,6.8,2008
19000000,18755936,Sex Drive,1,Sean Anders,109,Comedy|Adventure|Romance,5.9,2008
52000000,609841637,Mamma Mia!,0,Phyllida Lloyd,108,Comedy|Romance,6.2,2008
150000000,333932083,The Curious Case of Benjamin Button,1,David Fincher,166,Fantasy|Drama|Thriller|Mystery|Romance,7.2,2008
145000000,401128639,The Mummy: Tomb of the Dragon Emperor,1,Rob Cohen,112,Adventure|Fantasy|Action|Thriller,5.1,2008
150000000,163712074,The Incredible Hulk,0,Louis Leterrier,114,Science Fiction|Action|Adventure,6.1,2008
33000000,269958228,Gran Torino,1,Clint Eastwood,116,Drama,7.6,2008
150000000,603900354,Madagascar: Escape 2 Africa,1,Eric Darnell|Tom McGrath,89,Family|Animation,6.1,2008
85000000,160388063,Hellboy II: The Golden Army,0,Guillermo del Toro,120,Adventure|Fantasy|Science Fiction,6.4,2008
85000000,222231186,Jumper,1,Doug Liman,88,Adventure|Fantasy|Science Fiction,5.9,2008
45000000,101702060,Journey to the Center of the Earth,0,Eric Brevig,93,Action|Science Fiction|Adventure|Comedy|Family,5.7,2008
75000000,258270008,Wanted,1,Timur Bekmambetov,110,Action|Thriller|Crime,6.3,2008
15000000,377910544,Slumdog Millionaire,1,Danny Boyle|Loveleen Tandan,120,Drama|Romance,7.5,2008
30000000,108979549,Transporter 3,1,Olivier Megaton,104,Action|Adventure|Thriller|Crime,5.9,2008
75000000,200276000,Valkyrie,0,Bryan Singer,121,Drama|Thriller|History|War,6.6,2008
105000000,266000000,"10,000 BC",0,Roland Emmerich,109,Adventure|Action|Drama|Fantasy,5.2,2008
150000000,624029371,Hancock,1,Peter Berg,92,Fantasy|Action,6.0,2008
15000000,42000000,The Hurt Locker,1,Kathryn Bigelow,131,Drama|Thriller|War,7.2,2008
35000000,170000000,What Happens in Vegas,0,Tom Vaughan,99,Comedy|Romance,5.8,2008
225000000,419651413,The Chronicles of Narnia: Prince Caspian,0,Andrew Adamson,150,Adventure|Family|Fantasy,6.1,2008
92000000,188072649,Tropic Thunder,1,Ben Stiller,107,Action|Comedy,6.4,2008
80000000,178066569,Eagle Eye,0,D.J. Caruso,118,Mystery|Thriller|Action,6.2,2008
12500000,20416563,The Boy in the Striped Pyjamas,1,Mark Herman,94,War|Drama,7.6,2008
50000000,113244290,Rambo,1,Sylvester Stallone,92,Action|Thriller,6.2,2008
45000000,73762516,Death Race,1,Paul W.S. Anderson,105,Action|Thriller|Science Fiction,5.9,2008
23000000,150816700,Step Up 2: The Streets,0,Jon M. Chu,98,Music|Drama|Romance,6.4,2008
80000000,233093859,The Day the Earth Stood Still,0,Scott Derrickson,103,Drama|Science Fiction|Thriller,5.1,2008
55000000,168167691,Seven Pounds,1,Gabriele Muccino,123,Drama,7.4,2008
25000000,170764026,Cloverfield,1,Matt Reeves,85,Action|Thriller|Science Fiction,6.4,2008
150000000,309979994,Bolt,1,Chris Williams|Byron Howard,96,Animation|Family|Adventure|Comedy,6.3,2008
30000000,105173115,Forgetting Sarah Marshall,1,Nicholas Stoller,111,Comedy|Romance|Drama,6.3,2008
130000000,49554002,Australia,0,Baz Luhrmann,165,Drama,6.3,2008
70000000,225990978,Yes Man,0,Peyton Reed,104,Comedy|Romance,6.3,2008
60000000,244082376,Marley & Me,1,David Frankel,115,Comedy|Family,6.8,2008
70000000,113280098,Body of Lies,0,Ridley Scott,128,Action|Drama|Thriller,6.5,2008
37000000,163720069,Burn After Reading,0,Ethan Coen|Joel Coen,96,Comedy|Drama,6.3,2008
30000000,160259319,27 Dresses,1,Anne Fletcher,111,Comedy|Romance,6.1,2008
60000000,57490374,Inkheart,1,Iain Softley,106,Adventure|Family|Fantasy,5.8,2008
35000000,69823199,21,1,Robert Luketic,123,Drama|Crime,6.5,2008
20000000,64822796,The Bank Job,1,Roger Donaldson,112,Thriller|Crime|Drama,6.4,2008
65000000,128107642,Step Brothers,0,Adam McKay,98,Comedy,6.6,2008
70000000,111231041,Fool's Gold,1,Andy Tennant,112,Comedy,5.3,2008
20000000,41627431,Never Back Down,1,Jeff Wadlow,115,Drama|Action,6.5,2008
27000000,101624843,Pineapple Express,1,David Gordon Green,111,Action|Comedy,6.6,2008
6000000,44703995,The Wrestler,1,Darren Aronofsky,109,Drama|Romance,7.0,2008
80000000,212874442,Bedtime Stories,0,Adam Shankman,99,Fantasy|Comedy|Family|Romance,5.8,2008
20500000,10089373,Punisher: War Zone,1,Lexi Alexander,102,Action|Crime,5.5,2008
35000000,85416905,Max Payne,1,John Moore,100,Action,5.3,2008
35000000,72436439,Mirrors,0,Alexandre Aja,110,Horror|Thriller|Mystery,6.0,2008
40000000,151161491,Vantage Point,1,Pete Travis,90,Drama|Action|Thriller|Crime,6.2,2008
24000000,42105111,Zack and Miri Make a Porno,1,Kevin Smith,102,Comedy,6.0,2008
80000000,230685453,Get Smart,1,Peter Segal,110,Action|Comedy|Thriller,5.9,2008
28000000,92380927,Role Models,0,David Wain,99,Comedy,6.3,2008
70000000,72108608,Babylon A.D.,1,Mathieu Kassovitz,101,Action|Adventure|Science Fiction|Thriller,5.4,2008
15000000,32002538,In Bruges,1,Martin McDonagh,107,Comedy|Drama|Crime,7.3,2008
55000000,113020255,Changeling,1,Clint Eastwood,141,Crime|Drama|Mystery,7.1,2008
90000000,162839667,The Spiderwick Chronicles,0,Mark Waters,95,Adventure|Family|Fantasy,6.2,2008
12000000,43493123,Harold & Kumar Escape from Guantanamo Bay,1,Jon Hurwitz|Hayden Schlossberg,107,Comedy|Adventure,6.0,2008
20000000,65569869,Street Kings,0,David Ayer,109,Action|Crime|Drama|Thriller,6.2,2008
9000000,32973937,Nick and Norah's Infinite Playlist,0,Peter Sollett,89,Comedy|Drama|Music|Romance,6.4,2008
80000000,163733697,Four Christmases,0,Seth Gordon,88,Comedy|Romance|Drama,5.3,2008
7000000,8900000,Stargate: The Ark of Truth,0,Robert C. Cooper,97,Adventure|Science Fiction,6.8,2008
25000000,70442940,The House Bunny,1,Fred Wolf,97,Romance|Comedy,5.6,2008
8500000,68282844,Star Wars: The Clone Wars,1,Dave Filoni,98,Thriller|Animation|Action|Science Fiction|Adventure,6.0,2008
10800000,113857533,Saw V,0,David Hackl,92,Horror|Thriller|Crime,5.9,2008
62000000,41819064,The Love Guru,1,Marco Schnabel,87,Comedy|Romance,4.5,2008
120000000,93945766,Speed Racer,1,Lana Wachowski|Lilly Wachowski,135,Family|Action|Science Fiction,5.6,2008
15000000,96408652,Vicky Cristina Barcelona,0,Woody Allen,96,Drama|Romance,6.7,2008
85000000,297138014,Horton Hears a Who!,0,Jimmy Hayward|Steve Martino,88,Animation|Comedy|Family|Adventure|Fantasy,6.2,2008
55000000,127906624,The Forbidden Kingdom,1,Rob Minkoff,104,Action|Adventure|Fantasy,6.2,2008
60000000,73174566,Righteous Kill,1,Jon Avnet,101,Action|Adventure|Crime|Drama|Thriller,5.8,2008
15000000,5926410,Transsiberian,0,Brad Anderson,111,Thriller|Crime|Mystery,6.3,2008
22000000,23530831,Traitor,1,Jeffrey Nachmanoff,114,Drama|Action|Thriller|Crime,6.2,2008
90000000,201596308,You Don't Mess With the Zohan,1,Dennis Dugan,113,Comedy|Action,5.6,2008
32000000,51155219,Defiance,0,Edward Zwick,137,Action|Drama|History|War,6.6,2008
35000000,32483410,Untraceable,1,Gregory Hoblit,101,Drama,5.8,2008
9000000,82391145,The Strangers,1,Bryan Bertino,90,Thriller|Horror|Mystery,5.9,2008
20000000,54586584,Milk,1,Gus Van Sant,128,History|Drama,7.1,2008
50000000,7033683,Outlander,0,Howard McCain,115,Fantasy|Action|Science Fiction,6.0,2008
30000000,68369434,The X Files: I Want to Believe,0,Chris Carter,104,Drama|Mystery|Science Fiction|Thriller,5.4,2008
20000000,50907234,Doubt,0,John Patrick Shanley,104,Drama|Mystery,6.7,2008
55000000,17869048,City of Ember,1,Gil Kenan,90,Adventure|Family|Fantasy,6.1,2008
40000000,84601681,Made of Honor,0,Paul Weiland,101,Comedy|Romance,5.8,2008
25000000,17741298,Deception,0,Marcel Langenegger,107,Drama|Thriller|Crime|Mystery,5.8,2008
18000000,25739015,RockNRolla,1,Guy Ritchie,114,Action|Crime|Thriller,6.8,2008
12000000,56309766,The Eye,1,David Moreau|Xavier Palud,98,Drama|Horror|Thriller,5.6,2008
13000000,14894347,Elegy,0,Isabel Coixet,112,Drama|Romance,6.3,2008
45000000,42487390,Bangkok Dangerous,1,Oxide Pang Chun|Danny Pang,99,Action|Crime|Thriller,5.0,2008
30000000,84646831,Meet the Spartans,1,Jason Friedberg|Aaron Seltzer,84,Comedy,4.0,2008
25000000,11207130,Stop-Loss,1,Kimberly Peirce,113,Drama|War,6.1,2008
25000000,19844979,Blindness,1,Fernando Meirelles,121,Drama|Mystery|Science Fiction|Thriller,6.3,2008
60000000,39031337,The Spirit,1,Frank Miller,103,Action|Comedy|Thriller|Crime|Science Fiction,4.6,2008
11500000,186702,Nothing But the Truth,0,Rod Lurie,108,Drama|Thriller,6.1,2008
20000000,20211394,Appaloosa,0,Ed Harris,115,Drama|Western|Crime,6.2,2008
18000000,382174,The Informers,1,Gregor Jordan,98,Action|Adventure|Crime|Drama|Thriller,4.3,2008
60000000,163403799,The Happening,1,M. Night Shyamalan,91,Thriller|Science Fiction,4.8,2008
30000000,22211426,Doomsday,0,Neil Marshall,105,Action|Thriller|Science Fiction,5.8,2008
12000000,7070330,The Secret of Moonacre,0,GÃ¡bor CsupÃ³,103,Adventure|Fantasy|Drama|Science Fiction|Romance,5.7,2008
2000000,11125849,Vals Im Bashir,1,Ari Folman,90,Drama|Animation|War,7.7,2008
65000000,415252786,Sex and the City,1,Michael Patrick King,145,Comedy|Drama|Romance,6.1,2008
15000000,8762890,The Rocker,1,Peter Cattaneo,102,Comedy|Music,5.4,2008
60000000,50877145,The Tale of Despereaux,1,Robert Stevenhagen|Sam Fell,100,Animation|Comedy|Family,5.7,2008
35000000,25871834,Superhero Movie,0,Craig Mazin,85,Action|Comedy|Science Fiction,4.9,2008
11000000,38105395,The Secret Life of Bees,1,Gina Prince-Bythewood,114,Adventure|Drama,7.2,2008
15000000,1143856,The Other Man,0,Richard Eyre,90,Drama|Thriller|Mystery|Romance,5.1,2008
20000000,149281606,Beverly Hills Chihuahua,0,Raja Gosnell,91,Adventure|Comedy|Family,5.1,2008
35000000,75225693,Revolutionary Road,0,Sam Mendes,119,Drama|Romance,6.5,2008
5000000,16174377,Sunshine Cleaning,1,Christine Jeffs,102,Comedy|Drama,6.2,2008
8500000,8936663,Ong Bak 2,1,Tony Jaa|Panna Rittikrai,98,Adventure|Action|Thriller,6.2,2008
30000000,31148328,Pride and Glory,1,Gavin O'Connor,130,Thriller|Crime|Drama,6.3,2008
6000000,69497,"Surfer, Dude",1,S.R. Bindler,85,Comedy,5.0,2008
30000000,63833449,Baby Mama,1,Michael McCullers,99,Comedy,5.8,2008
7000000,6230276,College,1,Deb Hagan,94,Comedy,4.8,2008
20000000,13204291,Brideshead Revisited,1,Julian Jarrold,133,Drama|Romance,6.0,2008
20000000,5530764,The Brothers Bloom,1,Rian Johnson,114,Adventure|Comedy|Drama|Romance,6.8,2008
